id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType
839,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,80,2023-10-15T00:00:00,2023,10,2,Conflict,,,South,LB6,BA
2688,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,41,2023-10-15T00:00:00,2023,10,2,Conflict,,,Mount Lebanon,LB3,BA
3859,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,857,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
3932,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,305,2023-10-15T00:00:00,2023,10,2,Conflict,,,Not available,Not available,BA
6951,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,25,2023-10-15T00:00:00,2023,10,1,Conflict,,,Mount Lebanon,LB3,BA
7804,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,207,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
9029,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,57,2023-10-15T00:00:00,2023,10,1,Conflict,,,South,LB6,BA
10323,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,9,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
10829,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,364,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
11768,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,12,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
15402,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,20,2023-10-15T00:00:00,2023,10,2,Conflict,,,South,LB6,BA
18604,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,308,2023-10-15T00:00:00,2023,10,1,Conflict,,,South,LB6,BA
24124,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,6,2023-10-15T00:00:00,2023,10,1,Conflict,,,Mount Lebanon,LB3,BA
24163,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,311,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
25303,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,923,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
26358,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,585,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
28232,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,745,2023-10-15T00:00:00,2023,10,2,Conflict,,,Not available,Not available,BA
32197,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,291,2023-10-15T00:00:00,2023,10,2,Conflict,,,South,LB6,BA
32257,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,138,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
32331,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,10,2023-10-15T00:00:00,2023,10,2,Conflict,,,Beirut,LB1,BA
32601,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,15,2023-10-15T00:00:00,2023,10,1,Conflict,,,South,LB6,BA
33611,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,76,2023-10-15T00:00:00,2023,10,1,Conflict,,,South,LB6,BA
34697,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,77,2023-10-15T00:00:00,2023,10,2,Conflict,,,Mount Lebanon,LB3,BA
36092,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,200,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
37523,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,10,2023-10-15T00:00:00,2023,10,1,Conflict,,,Beirut,LB1,BA
39670,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,95,2023-10-15T00:00:00,2023,10,2,Conflict,,,Beirut,LB1,BA
40811,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,49,2023-10-15T00:00:00,2023,10,2,Conflict,,,South,LB6,BA
41640,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,75,2023-10-15T00:00:00,2023,10,2,Conflict,,,South,LB6,BA
47125,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,4,2023-10-15T00:00:00,2023,10,1,Conflict,,,Mount Lebanon,LB3,BA
49757,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,31,2023-10-15T00:00:00,2023,10,2,Conflict,,,Mount Lebanon,LB3,BA
52352,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,30,2023-10-15T00:00:00,2023,10,2,Conflict,,,Not available,Not available,BA
53496,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,1420,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
56668,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,365,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
56856,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,313,2023-10-15T00:00:00,2023,10,2,Conflict,,,South,LB6,BA
58242,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,9,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
58546,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,106,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
61036,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,289,2023-10-15T00:00:00,2023,10,1,Conflict,,,South,LB6,BA
61601,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,1571,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
61639,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,613,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
65107,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,5,2023-10-15T00:00:00,2023,10,1,Conflict,,,Beirut,LB1,BA
67950,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,35,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
68077,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,35,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
70899,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,5,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
71503,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,16,2023-10-15T00:00:00,2023,10,1,Conflict,,,South,LB6,BA
72408,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,11,2023-10-15T00:00:00,2023,10,1,Conflict,,,Mount Lebanon,LB3,BA
73380,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,50,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
74412,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,55,2023-10-15T00:00:00,2023,10,2,Conflict,,,South,LB6,BA
74443,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,16,2023-10-15T00:00:00,2023,10,2,Conflict,,,South,LB6,BA
74900,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,106,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
77512,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,18,2023-10-15T00:00:00,2023,10,1,Conflict,,,Mount Lebanon,LB3,BA
78251,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,75,2023-10-15T00:00:00,2023,10,1,Conflict,,,South,LB6,BA
81321,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,10,2023-10-15T00:00:00,2023,10,2,Conflict,,,Not available,Not available,BA
81453,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,9,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
82929,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,25,2023-10-15T00:00:00,2023,10,2,Conflict,,,Not available,Not available,BA
84560,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,30,2023-10-15T00:00:00,2023,10,1,Conflict,,,Beirut,LB1,BA
87362,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,150,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
89851,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,30,2023-10-15T00:00:00,2023,10,2,Conflict,,,Beirut,LB1,BA
90070,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,616,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
90286,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,591,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
91403,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,30,2023-10-15T00:00:00,2023,10,2,Conflict,,,North,LB5,BA
91540,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,25,2023-10-15T00:00:00,2023,10,2,Conflict,,,Mount Lebanon,LB3,BA
96889,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,10,2023-10-15T00:00:00,2023,10,2,Conflict,,,Mount Lebanon,LB3,BA
97714,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,350,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
98509,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,3,2023-10-15T00:00:00,2023,10,1,Conflict,,,El Nabatieh,LB4,BA
98780,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,45,2023-10-15T00:00:00,2023,10,1,Conflict,,,South,LB6,BA
100436,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,27,2023-10-15T00:00:00,2023,10,2,Conflict,,,Mount Lebanon,LB3,BA
101362,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,98,2023-10-15T00:00:00,2023,10,1,Conflict,,,South,LB6,BA
106646,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,3,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
107180,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,5,2023-10-15T00:00:00,2023,10,2,Conflict,,,El Nabatieh,LB4,BA
110613,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,50,2023-10-15T00:00:00,2023,10,2,Conflict,,,Not available,Not available,BA
111333,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,58,2023-10-15T00:00:00,2023,10,2,Conflict,,,South,LB6,BA
123970,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,10,2023-10-15T00:00:00,2023,10,2,Conflict,,,Mount Lebanon,LB3,BA
126524,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,4,2023-10-15T00:00:00,2023,10,1,Conflict,,,Mount Lebanon,LB3,BA
129338,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,10,2023-10-15T00:00:00,2023,10,1,Conflict,,,Mount Lebanon,LB3,BA
134629,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,15,2023-10-15T00:00:00,2023,10,2,Conflict,,,Beirut,LB1,BA
131905,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,35,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
124064,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,20,2023-10-16T00:00:00,2023,10,3,Conflict,,,South,LB6,BA
123651,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,297,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
120448,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,9,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
121617,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,31,2023-10-16T00:00:00,2023,10,3,Conflict,,,Mount Lebanon,LB3,BA
121634,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,30,2023-10-16T00:00:00,2023,10,3,Conflict,,,Not available,Not available,BA
121657,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,41,2023-10-16T00:00:00,2023,10,3,Conflict,,,Mount Lebanon,LB3,BA
122795,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,173,2023-10-16T00:00:00,2023,10,3,Conflict,,,South,LB6,BA
116626,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,160,2023-10-16T00:00:00,2023,10,3,Conflict,,,Not available,Not available,BA
118300,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,15,2023-10-16T00:00:00,2023,10,3,Conflict,,,Beirut,LB1,BA
111631,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,55,2023-10-16T00:00:00,2023,10,3,Conflict,,,South,LB6,BA
111680,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,10,2023-10-16T00:00:00,2023,10,3,Conflict,,,Mount Lebanon,LB3,BA
110245,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,745,2023-10-16T00:00:00,2023,10,3,Conflict,,,Not available,Not available,BA
106885,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,20,2023-10-16T00:00:00,2023,10,3,Conflict,,,North,LB5,BA
108620,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,30,2023-10-16T00:00:00,2023,10,3,Conflict,,,Beirut,LB1,BA
104249,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,25,2023-10-16T00:00:00,2023,10,3,Conflict,,,Mount Lebanon,LB3,BA
93783,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,30,2023-10-16T00:00:00,2023,10,3,Conflict,,,North,LB5,BA
90682,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,277,2023-10-16T00:00:00,2023,10,3,Conflict,,,Mount Lebanon,LB3,BA
84028,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,3,2023-10-16T00:00:00,2023,10,3,Conflict,,,Not available,Not available,BA
82973,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,660,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
82200,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,80,2023-10-16T00:00:00,2023,10,3,Conflict,,,South,LB6,BA
82664,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,12,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
66966,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,1420,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
61515,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,348,2023-10-16T00:00:00,2023,10,3,Conflict,,,South,LB6,BA
61820,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,624,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
62427,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,555,2023-10-16T00:00:00,2023,10,3,Conflict,,,Not available,Not available,BA
58024,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,309,2023-10-16T00:00:00,2023,10,3,Conflict,,,South,LB6,BA
54966,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,16,2023-10-16T00:00:00,2023,10,3,Conflict,,,South,LB6,BA
50291,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,95,2023-10-16T00:00:00,2023,10,3,Conflict,,,Beirut,LB1,BA
50292,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,857,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
36941,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,75,2023-10-16T00:00:00,2023,10,3,Conflict,,,South,LB6,BA
37082,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,25,2023-10-16T00:00:00,2023,10,3,Conflict,,,Not available,Not available,BA
33653,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,25,2023-10-16T00:00:00,2023,10,3,Conflict,,,Not available,Not available,BA
30457,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,10,2023-10-16T00:00:00,2023,10,3,Conflict,,,Beirut,LB1,BA
18147,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,50,2023-10-16T00:00:00,2023,10,3,Conflict,,,Not available,Not available,BA
19142,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,49,2023-10-16T00:00:00,2023,10,3,Conflict,,,South,LB6,BA
20991,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,5,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
16577,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,106,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
9445,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,10,2023-10-16T00:00:00,2023,10,3,Conflict,,,Not available,Not available,BA
9779,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,3,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
8375,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,50,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
7428,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,77,2023-10-16T00:00:00,2023,10,3,Conflict,,,Mount Lebanon,LB3,BA
4062,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,1011,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
2497,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,395,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
3004,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,928,2023-10-16T00:00:00,2023,10,3,Conflict,,,El Nabatieh,LB4,BA
2142,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,15,2023-10-17T00:00:00,2023,10,4,Conflict,,,Beirut,LB1,BA
4636,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,60,2023-10-17T00:00:00,2023,10,4,Conflict,,,South,LB6,BA
5127,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,277,2023-10-17T00:00:00,2023,10,4,Conflict,,,Mount Lebanon,LB3,BA
7663,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,182,2023-10-17T00:00:00,2023,10,4,Conflict,,,South,LB6,BA
8498,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,95,2023-10-17T00:00:00,2023,10,4,Conflict,,,Beirut,LB1,BA
19899,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,50,2023-10-17T00:00:00,2023,10,4,Conflict,,,Not available,Not available,BA
20509,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,1038,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
28037,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,10,2023-10-17T00:00:00,2023,10,4,Conflict,,,Not available,Not available,BA
23343,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,69,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
30376,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,297,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
33706,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,94,2023-10-17T00:00:00,2023,10,4,Conflict,,,South,LB6,BA
32978,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,555,2023-10-17T00:00:00,2023,10,4,Conflict,,,Not available,Not available,BA
37769,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,20,2023-10-17T00:00:00,2023,10,4,Conflict,,,North,LB5,BA
41894,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,392,2023-10-17T00:00:00,2023,10,4,Conflict,,,South,LB6,BA
41932,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,160,2023-10-17T00:00:00,2023,10,4,Conflict,,,Not available,Not available,BA
49597,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,30,2023-10-17T00:00:00,2023,10,4,Conflict,,,Not available,Not available,BA
52570,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,640,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
51761,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,5,2023-10-17T00:00:00,2023,10,4,Conflict,,,South,LB6,BA
53015,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,20,2023-10-17T00:00:00,2023,10,4,Conflict,,,South,LB6,BA
54377,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,77,2023-10-17T00:00:00,2023,10,4,Conflict,,,Mount Lebanon,LB3,BA
46497,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,30,2023-10-17T00:00:00,2023,10,4,Conflict,,,North,LB5,BA
49074,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,25,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
56838,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,660,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
61873,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,35,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
60979,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,872,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
67527,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,1580,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
68429,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,10,2023-10-17T00:00:00,2023,10,4,Conflict,,,Beirut,LB1,BA
81332,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,30,2023-10-17T00:00:00,2023,10,4,Conflict,,,Beirut,LB1,BA
72802,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,12,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
71762,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,31,2023-10-17T00:00:00,2023,10,4,Conflict,,,Mount Lebanon,LB3,BA
87705,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,25,2023-10-17T00:00:00,2023,10,4,Conflict,,,Mount Lebanon,LB3,BA
95305,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,10,2023-10-17T00:00:00,2023,10,4,Conflict,,,Mount Lebanon,LB3,BA
95923,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,745,2023-10-17T00:00:00,2023,10,4,Conflict,,,Not available,Not available,BA
101780,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,395,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
109646,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,5,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
106796,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,41,2023-10-17T00:00:00,2023,10,4,Conflict,,,Mount Lebanon,LB3,BA
110445,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,3,2023-10-17T00:00:00,2023,10,4,Conflict,,,El Nabatieh,LB4,BA
118986,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,309,2023-10-17T00:00:00,2023,10,4,Conflict,,,South,LB6,BA
115076,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,25,2023-10-17T00:00:00,2023,10,4,Conflict,,,Not available,Not available,BA
115965,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,100,2023-10-17T00:00:00,2023,10,4,Conflict,,,Not available,Not available,BA
116105,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,25,2023-10-17T00:00:00,2023,10,4,Conflict,,,Mount Lebanon,LB3,BA
