id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType
28662,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,95,2024-02-20T00:00:00,2024,2,25,Conflict,,,Mount Lebanon,LB3,BA
27557,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,5,2024-02-20T00:00:00,2024,2,25,Conflict,,,South,LB6,BA
14449,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,68,2024-02-20T00:00:00,2024,2,25,Conflict,,,South,LB6,BA
19337,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,12670,2024-02-20T00:00:00,2024,2,25,Conflict,,,El Nabatieh,LB4,BA
2321,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,6,2024-02-20T00:00:00,2024,2,25,Conflict,,,Baalbek-El Hermel,LB8,BA
2827,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,6,2024-02-20T00:00:00,2024,2,25,Conflict,,,El Nabatieh,LB4,BA
4836,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,8,2024-02-20T00:00:00,2024,2,25,Conflict,,,Mount Lebanon,LB3,BA
12049,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,31,2024-02-20T00:00:00,2024,2,25,Conflict,,,South,LB6,BA
9004,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,50,2024-02-20T00:00:00,2024,2,25,Conflict,,,El Nabatieh,LB4,BA
9739,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,18273,2024-02-20T00:00:00,2024,2,25,Conflict,,,El Nabatieh,LB4,BA
10078,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,257,2024-02-20T00:00:00,2024,2,25,Conflict,,,El Nabatieh,LB4,BA
10766,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,85,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
1437,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,14,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
21370,Displacement due to conflict,Lebanon,LBN,North,LB5,El Minieh-Dennie,LB55,8,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
18083,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,68,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
17084,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,8889,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
27454,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,4432,2024-02-27T00:00:00,2024,2,26,Conflict,,,Not available,Not available,BA
28586,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,233,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
25196,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,1022,2024-02-27T00:00:00,2024,2,26,Conflict,,,Not available,Not available,BA
44819,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,359,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
46202,Displacement due to conflict,Lebanon,LBN,North,LB5,Tripoli,LB56,7,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
47992,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,317,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
52843,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,148,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
51105,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,4,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
32783,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,385,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
41088,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,484,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
40139,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,25,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
69523,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,13203,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
63842,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,1622,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
82567,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,16027,2024-02-27T00:00:00,2024,2,26,Conflict,,,Not available,Not available,BA
83714,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,8,2024-02-27T00:00:00,2024,2,26,Conflict,,,Mount Lebanon,LB3,BA
77997,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
79974,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,20,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
80982,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,20,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
77427,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,8662,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
75453,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,225,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
72902,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,18403,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
95719,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,42,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
95171,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,518,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
93998,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,8,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
93485,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,5,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
99736,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,1611,2024-02-27T00:00:00,2024,2,26,Conflict,,,Not available,Not available,BA
101330,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,1368,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
102236,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,6,2024-02-27T00:00:00,2024,2,26,Conflict,,,Baalbek-El Hermel,LB8,BA
111448,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,1167,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
108699,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,95,2024-02-27T00:00:00,2024,2,26,Conflict,,,Mount Lebanon,LB3,BA
116023,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,105,2024-02-27T00:00:00,2024,2,26,Conflict,,,Mount Lebanon,LB3,BA
115570,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,257,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
120056,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,6,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
123846,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,4268,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
130053,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,7115,2024-02-27T00:00:00,2024,2,26,Conflict,,,El Nabatieh,LB4,BA
133407,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,45,2024-02-27T00:00:00,2024,2,26,Conflict,,,South,LB6,BA
128776,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,5,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
121029,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,37,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
122416,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,15,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
113886,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,4,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
118556,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,396,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
119104,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,12511,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
116654,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,1670,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
108375,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,46,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
106641,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,431,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
112236,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,8,2024-03-05T00:00:00,2024,3,27,Conflict,,,Mount Lebanon,LB3,BA
110205,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,140,2024-03-05T00:00:00,2024,3,27,Conflict,,,Mount Lebanon,LB3,BA
110569,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,4445,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
110758,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,298,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
99525,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,8,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
100453,Displacement due to conflict,Lebanon,LBN,North,LB5,Tripoli,LB56,7,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
92139,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,28,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
93753,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,6,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
91558,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,18042,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
87212,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,4613,2024-03-05T00:00:00,2024,3,27,Conflict,,,Not available,Not available,BA
86660,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
71805,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,95,2024-03-05T00:00:00,2024,3,27,Conflict,,,Mount Lebanon,LB3,BA
77570,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,210,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
78071,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,219,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
78076,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,1363,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
82481,Displacement due to conflict,Lebanon,LBN,North,LB5,El Minieh-Dennie,LB55,6,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
68358,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,50,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
70686,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,16249,2024-03-05T00:00:00,2024,3,27,Conflict,,,Not available,Not available,BA
37640,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
33386,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,74,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
34301,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,257,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
29960,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,6,2024-03-05T00:00:00,2024,3,27,Conflict,,,Baalbek-El Hermel,LB8,BA
50266,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,7322,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
53538,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,30,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
47679,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,85,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
47913,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,1019,2024-03-05T00:00:00,2024,3,27,Conflict,,,Not available,Not available,BA
46197,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,68,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
20026,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,8915,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
3695,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,8538,2024-03-05T00:00:00,2024,3,27,Conflict,,,South,LB6,BA
6517,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,1550,2024-03-05T00:00:00,2024,3,27,Conflict,,,Not available,Not available,BA
12566,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,1539,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
9745,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,150,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
7959,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,400,2024-03-05T00:00:00,2024,3,27,Conflict,,,El Nabatieh,LB4,BA
13297,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,84,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
5990,Displacement due to conflict,Lebanon,LBN,North,LB5,El Minieh-Dennie,LB55,11,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
4447,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,219,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
1739,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,4,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
19991,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,139,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
19755,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,4182,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
25258,Displacement due to conflict,Lebanon,LBN,North,LB5,Tripoli,LB56,6,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
44211,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,9088,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
43302,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,1546,2024-03-12T00:00:00,2024,3,28,Conflict,,,Not available,Not available,BA
48063,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,6,2024-03-12T00:00:00,2024,3,28,Conflict,,,Baalbek-El Hermel,LB8,BA
46785,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,46,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
31596,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,11670,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
36375,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,55,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
36047,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,400,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
40085,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,6,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
42532,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,5,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
63535,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,30,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
58489,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,17599,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
79911,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,7384,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
76300,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,88,2024-03-12T00:00:00,2024,3,28,Conflict,,,Mount Lebanon,LB3,BA
73687,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,396,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
86854,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2304,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
86988,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,85,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
84853,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,295,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
85040,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Jbeil,LB34,432,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
94179,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,68,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
92515,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,16389,2024-03-12T00:00:00,2024,3,28,Conflict,,,Not available,Not available,BA
99199,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,1273,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
103772,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,1013,2024-03-12T00:00:00,2024,3,28,Conflict,,,Not available,Not available,BA
105435,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,95,2024-03-12T00:00:00,2024,3,28,Conflict,,,Mount Lebanon,LB3,BA
105259,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,2,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
107173,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,28,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
117413,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,297,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
119526,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,140,2024-03-12T00:00:00,2024,3,28,Conflict,,,Mount Lebanon,LB3,BA
113903,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,1708,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
120012,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,41,2024-03-12T00:00:00,2024,3,28,Conflict,,,South,LB6,BA
124770,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Bent Jbeil,LB41,4677,2024-03-12T00:00:00,2024,3,28,Conflict,,,Not available,Not available,BA
126288,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,2,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
133752,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,210,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
140429,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,9293,2024-03-12T00:00:00,2024,3,28,Conflict,,,El Nabatieh,LB4,BA
140750,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,46,2024-03-19T00:00:00,2024,3,29,Conflict,,,South,LB6,BA
132490,Displacement due to conflict,Lebanon,LBN,Akkar,LB7,Akkar,LB51,28,2024-03-19T00:00:00,2024,3,29,Conflict,,,South,LB6,BA
130010,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,5,2024-03-19T00:00:00,2024,3,29,Conflict,,,South,LB6,BA
127346,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,9578,2024-03-19T00:00:00,2024,3,29,Conflict,,,South,LB6,BA
123360,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Hasbaya,LB42,988,2024-03-19T00:00:00,2024,3,29,Conflict,,,Not available,Not available,BA
113043,Displacement due to conflict,Lebanon,LBN,North,LB5,El Koura,LB54,6,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
116370,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,4082,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
108097,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,West Bekaa,LB24,400,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
104917,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,79,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
104366,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,El Hermel,LB22,130,2024-03-19T00:00:00,2024,3,29,Conflict,,,Mount Lebanon,LB3,BA
99923,Displacement due to conflict,Lebanon,LBN,Beirut,LB1,Beirut,LB11,6565,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
101800,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Chouf,LB33,1753,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
101174,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,El Nabatieh,LB44,16705,2024-03-19T00:00:00,2024,3,29,Conflict,,,Not available,Not available,BA
94550,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Baabda,LB32,9686,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
95038,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Rachaya,LB23,41,2024-03-19T00:00:00,2024,3,29,Conflict,,,South,LB6,BA
87987,Displacement due to conflict,Lebanon,LBN,North,LB5,Tripoli,LB56,2,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
71981,Displacement due to conflict,Lebanon,LBN,Baalbek-El Hermel,LB8,Baalbek,LB21,7,2024-03-19T00:00:00,2024,3,29,Conflict,,,Mount Lebanon,LB3,BA
79805,Displacement due to conflict,Lebanon,LBN,South,LB6,Sour,LB63,16496,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
80437,Displacement due to conflict,Lebanon,LBN,North,LB5,El Minieh-Dennie,LB55,11,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
80363,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,El Meten,LB36,2356,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
84541,Displacement due to conflict,Lebanon,LBN,South,LB6,Jezzine,LB62,85,2024-03-19T00:00:00,2024,3,29,Conflict,,,South,LB6,BA
57891,Displacement due to conflict,Lebanon,LBN,El Nabatieh,LB4,Marjaayoun,LB43,1582,2024-03-19T00:00:00,2024,3,29,Conflict,,,Not available,Not available,BA
57266,Displacement due to conflict,Lebanon,LBN,North,LB5,El Batroun,LB52,9,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
62085,Displacement due to conflict,Lebanon,LBN,Bekaa,LB2,Zahle,LB25,15,2024-03-19T00:00:00,2024,3,29,Conflict,,,Baalbek-El Hermel,LB8,BA
61651,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Aley,LB31,95,2024-03-19T00:00:00,2024,3,29,Conflict,,,Mount Lebanon,LB3,BA
60980,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,396,2024-03-19T00:00:00,2024,3,29,Conflict,,,South,LB6,BA
64702,Displacement due to conflict,Lebanon,LBN,South,LB6,Saida,LB61,11398,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
67073,Displacement due to conflict,Lebanon,LBN,Mount Lebanon,LB3,Kesrwane,LB35,210,2024-03-19T00:00:00,2024,3,29,Conflict,,,El Nabatieh,LB4,BA
